Index,Formula,K,Rb,Cs,MA,FA,Ca,Sr,Ba,Ge,Sn,Pb,Cl,Br,I,Cubic,Tetra,Ortho,Hex,PBE,HSE,A_ion_rad,A_BP,A_MP,A_dens,A_at_wt,A_EA,A_IE,A_hof,A_hov,A_En,A_at_num,A_period,B_ion_rad,B_BP,B_MP,B_dens,B_at_wt,B_EA,B_IE,B_hof,B_hov,B_En,B_at_num,B_period,X_ion_rad,X_BP,X_MP,X_dens,X_at_wt,X_EA,X_IE,X_hof,X_hov,X_En,X_at_num,X_period
2564,RbCa0.500Sr0.500Cl3,0,1,0,0,0,0.5,0.5,0,0,0,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.13,1706,1077,2.04,63.85,-162,569.65,8.36,145.78,0.97,29,4.5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2565,RbCa0.500Sr0.500Br3,0,1,0,0,0,0.5,0.5,0,0,0,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.13,1706,1077,2.04,63.85,-162,569.65,8.36,145.78,0.97,29,4.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2566,RbCa0.500Sn0.125Sr0.375I3,0,1,0,0,0,0.5,0.38,0,0,0.13,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.12,1858.63,1009.89,2.64,67.74,-125.88,589.54,8.24,164.97,1.1,30.5,4.5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2567,RbCa0.500Sn0.125Sr0.375Cl3,0,1,0,0,0,0.5,0.38,0,0,0.13,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.12,1858.63,1009.89,2.64,67.74,-125.88,589.54,8.24,164.97,1.1,30.5,4.5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2568,RbCa0.500Sn0.125Sr0.375Br3,0,1,0,0,0,0.5,0.38,0,0,0.13,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.12,1858.63,1009.89,2.64,67.74,-125.88,589.54,8.24,164.97,1.1,30.5,4.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2569,RbCa0.500Sn0.250Sr0.250I3,0,1,0,0,0,0.5,0.25,0,0,0.25,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.1,2011.25,942.78,3.24,71.62,-89.75,609.42,8.12,184.15,1.23,32,4.5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2570,RbCa0.500Sn0.250Sr0.250Cl3,0,1,0,0,0,0.5,0.25,0,0,0.25,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.1,2011.25,942.78,3.24,71.62,-89.75,609.42,8.12,184.15,1.23,32,4.5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2571,RbCa0.500Sn0.250Sr0.250Br3,0,1,0,0,0,0.5,0.25,0,0,0.25,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.1,2011.25,942.78,3.24,71.62,-89.75,609.42,8.12,184.15,1.23,32,4.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2572,RbCa0.500Sn0.375Sr0.125I3,0,1,0,0,0,0.5,0.13,0,0,0.38,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.09,2163.88,875.67,3.83,75.51,-53.63,629.31,7.99,203.34,1.35,33.5,4.5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2573,RbCa0.500Sn0.375Sr0.125Cl3,0,1,0,0,0,0.5,0.13,0,0,0.38,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.09,2163.88,875.67,3.83,75.51,-53.63,629.31,7.99,203.34,1.35,33.5,4.5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2574,RbCa0.500Sn0.375Sr0.125Br3,0,1,0,0,0,0.5,0.13,0,0,0.38,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.09,2163.88,875.67,3.83,75.51,-53.63,629.31,7.99,203.34,1.35,33.5,4.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2575,RbCa0.500Sn0.500I3,0,1,0,0,0,0.5,0,0,0,0.5,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.07,2316.5,808.56,4.43,79.39,-17.5,649.2,7.87,222.52,1.48,35,4.5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2576,RbCa0.500Sn0.500Cl3,0,1,0,0,0,0.5,0,0,0,0.5,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.07,2316.5,808.56,4.43,79.39,-17.5,649.2,7.87,222.52,1.48,35,4.5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2577,RbCa0.500Sn0.500Br3,0,1,0,0,0,0.5,0,0,0,0.5,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.07,2316.5,808.56,4.43,79.39,-17.5,649.2,7.87,222.52,1.48,35,4.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2578,RbCa0.500Pb0.125Sr0.375I3,0,1,0,0,0,0.5,0.38,0,0,0,0.13,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.12,1752,1021.83,3.15,78.8,-127.25,590.4,7.94,150.91,1.15,34.5,4.63,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2579,RbCa0.500Pb0.125Sr0.375Cl3,0,1,0,0,0,0.5,0.38,0,0,0,0.13,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.12,1752,1021.83,3.15,78.8,-127.25,590.4,7.94,150.91,1.15,34.5,4.63,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2580,RbCa0.500Pb0.125Sr0.375Br3,0,1,0,0,0,0.5,0.38,0,0,0,0.13,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.12,1752,1021.83,3.15,78.8,-127.25,590.4,7.94,150.91,1.15,34.5,4.63,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2581,RbCa0.500Pb0.125Sn0.125Sr0.250I3,0,1,0,0,0,0.5,0.25,0,0,0.13,0.13,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.11,1904.63,954.72,3.74,82.68,-91.13,610.29,7.81,170.09,1.27,36,4.63,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2582,RbCa0.500Pb0.125Sn0.125Sr0.250Cl3,0,1,0,0,0,0.5,0.25,0,0,0.13,0.13,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.11,1904.63,954.72,3.74,82.68,-91.13,610.29,7.81,170.09,1.27,36,4.63,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2583,RbCa0.500Pb0.125Sn0.125Sr0.250Br3,0,1,0,0,0,0.5,0.25,0,0,0.13,0.13,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.11,1904.63,954.72,3.74,82.68,-91.13,610.29,7.81,170.09,1.27,36,4.63,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2584,RbCa0.500Pb0.125Sn0.250Sr0.125I3,0,1,0,0,0,0.5,0.13,0,0,0.25,0.13,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.09,2057.25,887.61,4.34,86.57,-55,630.17,7.69,189.28,1.4,37.5,4.63,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2585,RbCa0.500Pb0.125Sn0.250Sr0.125Cl3,0,1,0,0,0,0.5,0.13,0,0,0.25,0.13,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.09,2057.25,887.61,4.34,86.57,-55,630.17,7.69,189.28,1.4,37.5,4.63,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2586,RbCa0.500Pb0.125Sn0.250Sr0.125Br3,0,1,0,0,0,0.5,0.13,0,0,0.25,0.13,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.09,2057.25,887.61,4.34,86.57,-55,630.17,7.69,189.28,1.4,37.5,4.63,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2587,RbCa0.500Pb0.125Sn0.375I3,0,1,0,0,0,0.5,0,0,0,0.38,0.13,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.08,2209.88,820.5,4.93,90.46,-18.88,650.06,7.56,208.46,1.53,39,4.63,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2588,RbCa0.500Pb0.125Sn0.375Cl3,0,1,0,0,0,0.5,0,0,0,0.38,0.13,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.08,2209.88,820.5,4.93,90.46,-18.88,650.06,7.56,208.46,1.53,39,4.63,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2589,RbCa0.500Pb0.125Sn0.375Br3,0,1,0,0,0,0.5,0,0,0,0.38,0.13,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.08,2209.88,820.5,4.93,90.46,-18.88,650.06,7.56,208.46,1.53,39,4.63,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2590,RbCa0.500Pb0.250Sr0.250I3,0,1,0,0,0,0.5,0.25,0,0,0,0.25,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.11,1798,966.66,4.25,93.74,-92.5,611.15,7.51,156.03,1.32,40,4.75,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2591,RbCa0.500Pb0.250Sr0.250Cl3,0,1,0,0,0,0.5,0.25,0,0,0,0.25,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.11,1798,966.66,4.25,93.74,-92.5,611.15,7.51,156.03,1.32,40,4.75,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2592,RbCa0.500Pb0.250Sr0.250Br3,0,1,0,0,0,0.5,0.25,0,0,0,0.25,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.11,1798,966.66,4.25,93.74,-92.5,611.15,7.51,156.03,1.32,40,4.75,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2593,RbCa0.500Pb0.250Sn0.125Sr0.125I3,0,1,0,0,0,0.5,0.13,0,0,0.13,0.25,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.1,1950.63,899.55,4.84,97.63,-56.38,631.04,7.38,175.22,1.45,41.5,4.75,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2594,RbCa0.500Pb0.250Sn0.125Sr0.125Cl3,0,1,0,0,0,0.5,0.13,0,0,0.13,0.25,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.1,1950.63,899.55,4.84,97.63,-56.38,631.04,7.38,175.22,1.45,41.5,4.75,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2595,RbCa0.500Pb0.250Sn0.125Sr0.125Br3,0,1,0,0,0,0.5,0.13,0,0,0.13,0.25,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.1,1950.63,899.55,4.84,97.63,-56.38,631.04,7.38,175.22,1.45,41.5,4.75,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2596,RbCa0.500Pb0.250Sn0.250I3,0,1,0,0,0,0.5,0,0,0,0.25,0.25,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.08,2103.25,832.44,5.44,101.52,-20.25,650.92,7.26,194.4,1.57,43,4.75,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2597,RbCa0.500Pb0.250Sn0.250Cl3,0,1,0,0,0,0.5,0,0,0,0.25,0.25,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.08,2103.25,832.44,5.44,101.52,-20.25,650.92,7.26,194.4,1.57,43,4.75,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2598,RbCa0.500Pb0.250Sn0.250Br3,0,1,0,0,0,0.5,0,0,0,0.25,0.25,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.08,2103.25,832.44,5.44,101.52,-20.25,650.92,7.26,194.4,1.57,43,4.75,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2599,RbCa0.500Pb0.375Sr0.125I3,0,1,0,0,0,0.5,0.13,0,0,0,0.38,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.1,1844,911.49,5.35,108.69,-57.75,631.9,7.08,161.16,1.49,45.5,4.88,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2600,RbCa0.500Pb0.375Sr0.125Cl3,0,1,0,0,0,0.5,0.13,0,0,0,0.38,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.1,1844,911.49,5.35,108.69,-57.75,631.9,7.08,161.16,1.49,45.5,4.88,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2601,RbCa0.500Pb0.375Sr0.125Br3,0,1,0,0,0,0.5,0.13,0,0,0,0.38,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.1,1844,911.49,5.35,108.69,-57.75,631.9,7.08,161.16,1.49,45.5,4.88,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2602,RbCa0.500Pb0.375Sn0.125I3,0,1,0,0,0,0.5,0,0,0,0.13,0.38,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.09,1996.63,844.38,5.94,112.58,-21.63,651.79,6.95,180.34,1.62,47,4.88,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2603,RbCa0.500Pb0.375Sn0.125Cl3,0,1,0,0,0,0.5,0,0,0,0.13,0.38,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.09,1996.63,844.38,5.94,112.58,-21.63,651.79,6.95,180.34,1.62,47,4.88,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2604,RbCa0.500Pb0.375Sn0.125Br3,0,1,0,0,0,0.5,0,0,0,0.13,0.38,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.09,1996.63,844.38,5.94,112.58,-21.63,651.79,6.95,180.34,1.62,47,4.88,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2605,RbCa0.500Pb0.500I3,0,1,0,0,0,0.5,0,0,0,0,0.5,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.09,1890,856.33,6.45,123.64,-23,652.65,6.65,166.28,1.67,51,5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2606,RbCa0.500Pb0.500Cl3,0,1,0,0,0,0.5,0,0,0,0,0.5,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.09,1890,856.33,6.45,123.64,-23,652.65,6.65,166.28,1.67,51,5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2607,RbCa0.500Pb0.500Br3,0,1,0,0,0,0.5,0,0,0,0,0.5,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.09,1890,856.33,6.45,123.64,-23,652.65,6.65,166.28,1.67,51,5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2608,RbCa0.500Ge0.125Sr0.375I3,0,1,0,0,0,0.5,0.38,0,0.13,0,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.08,1887.5,1098.19,2.39,61.97,-126,596.23,11.31,170.46,1.11,28.25,4.38,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2609,RbCa0.500Ge0.125Sr0.375Cl3,0,1,0,0,0,0.5,0.38,0,0.13,0,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.08,1887.5,1098.19,2.39,61.97,-126,596.23,11.31,170.46,1.11,28.25,4.38,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2610,RbCa0.500Ge0.125Sr0.375Br3,0,1,0,0,0,0.5,0.38,0,0.13,0,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.08,1887.5,1098.19,2.39,61.97,-126,596.23,11.31,170.46,1.11,28.25,4.38,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2611,RbCa0.500Ge0.125Sn0.125Sr0.250I3,0,1,0,0,0,0.5,0.25,0,0.13,0.13,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.07,2040.13,1031.08,2.99,65.86,-89.88,616.11,11.19,189.64,1.23,29.75,4.38,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2612,RbCa0.500Ge0.125Sn0.125Sr0.250Cl3,0,1,0,0,0,0.5,0.25,0,0.13,0.13,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.07,2040.13,1031.08,2.99,65.86,-89.88,616.11,11.19,189.64,1.23,29.75,4.38,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2613,RbCa0.500Ge0.125Sn0.125Sr0.250Br3,0,1,0,0,0,0.5,0.25,0,0.13,0.13,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.07,2040.13,1031.08,2.99,65.86,-89.88,616.11,11.19,189.64,1.23,29.75,4.38,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2614,RbCa0.500Ge0.125Sn0.250Sr0.125I3,0,1,0,0,0,0.5,0.13,0,0.13,0.25,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.05,2192.75,963.97,3.58,69.75,-53.75,636,11.06,208.83,1.36,31.25,4.38,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2615,RbCa0.500Ge0.125Sn0.250Sr0.125Cl3,0,1,0,0,0,0.5,0.13,0,0.13,0.25,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.05,2192.75,963.97,3.58,69.75,-53.75,636,11.06,208.83,1.36,31.25,4.38,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2616,RbCa0.500Ge0.125Sn0.250Sr0.125Br3,0,1,0,0,0,0.5,0.13,0,0.13,0.25,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.05,2192.75,963.97,3.58,69.75,-53.75,636,11.06,208.83,1.36,31.25,4.38,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2617,RbCa0.500Ge0.125Sn0.375I3,0,1,0,0,0,0.5,0,0,0.13,0.38,0,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.04,2345.38,896.86,4.18,73.63,-17.63,655.89,10.94,228.01,1.49,32.75,4.38,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2618,RbCa0.500Ge0.125Sn0.375Cl3,0,1,0,0,0,0.5,0,0,0.13,0.38,0,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.04,2345.38,896.86,4.18,73.63,-17.63,655.89,10.94,228.01,1.49,32.75,4.38,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2619,RbCa0.500Ge0.125Sn0.375Br3,0,1,0,0,0,0.5,0,0,0.13,0.38,0,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.04,2345.38,896.86,4.18,73.63,-17.63,655.89,10.94,228.01,1.49,32.75,4.38,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2620,RbCa0.500Ge0.125Pb0.125Sr0.250I3,0,1,0,0,0,0.5,0.25,0,0.13,0,0.13,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.07,1933.5,1043.02,3.49,76.92,-91.25,616.98,10.89,175.59,1.28,33.75,4.5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2621,RbCa0.500Ge0.125Pb0.125Sr0.250Cl3,0,1,0,0,0,0.5,0.25,0,0.13,0,0.13,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.07,1933.5,1043.02,3.49,76.92,-91.25,616.98,10.89,175.59,1.28,33.75,4.5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2622,RbCa0.500Ge0.125Pb0.125Sr0.250Br3,0,1,0,0,0,0.5,0.25,0,0.13,0,0.13,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.07,1933.5,1043.02,3.49,76.92,-91.25,616.98,10.89,175.59,1.28,33.75,4.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2623,RbCa0.500Ge0.125Pb0.125Sn0.125Sr0.125I3,0,1,0,0,0,0.5,0.13,0,0.13,0.13,0.13,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.06,2086.13,975.91,4.09,80.81,-55.13,636.86,10.76,194.77,1.41,35.25,4.5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2624,RbCa0.500Ge0.125Pb0.125Sn0.125Sr0.125Cl3,0,1,0,0,0,0.5,0.13,0,0.13,0.13,0.13,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.06,2086.13,975.91,4.09,80.81,-55.13,636.86,10.76,194.77,1.41,35.25,4.5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2625,RbCa0.500Ge0.125Pb0.125Sn0.125Sr0.125Br3,0,1,0,0,0,0.5,0.13,0,0.13,0.13,0.13,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.06,2086.13,975.91,4.09,80.81,-55.13,636.86,10.76,194.77,1.41,35.25,4.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2626,RbCa0.500Ge0.125Pb0.125Sn0.250I3,0,1,0,0,0,0.5,0,0,0.13,0.25,0.13,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.04,2238.75,908.8,4.69,84.69,-19,656.75,10.64,213.95,1.53,36.75,4.5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
2627,RbCa0.500Ge0.125Pb0.125Sn0.250Cl3,0,1,0,0,0,0.5,0,0,0.13,0.25,0.13,1,0,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.04,2238.75,908.8,4.69,84.69,-19,656.75,10.64,213.95,1.53,36.75,4.5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
2628,RbCa0.500Ge0.125Pb0.125Sn0.250Br3,0,1,0,0,0,0.5,0,0,0.13,0.25,0.13,0,1,0,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.04,2238.75,908.8,4.69,84.69,-19,656.75,10.64,213.95,1.53,36.75,4.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
2629,RbCa0.500Ge0.125Pb0.250Sr0.125I3,0,1,0,0,0,0.5,0.13,0,0.13,0,0.25,0,0,1,1,0,0,0,1,0,1.61,961,312.63,1.53,85.47,46.89,403,2.34,69.2,0.82,37,5,1.06,1979.5,987.85,4.59,91.87,-56.5,637.72,10.46,180.71,1.45,39.25,4.63,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
