Index,Formula,K,Rb,Cs,MA,FA,Ca,Sr,Ba,Ge,Sn,Pb,Cl,Br,I,Cubic,Tetra,Ortho,Hex,PBE,HSE,A_ion_rad,A_BP,A_MP,A_dens,A_at_wt,A_EA,A_IE,A_hof,A_hov,A_En,A_at_num,A_period,B_ion_rad,B_BP,B_MP,B_dens,B_at_wt,B_EA,B_IE,B_hof,B_hov,B_En,B_at_num,B_period,X_ion_rad,X_BP,X_MP,X_dens,X_at_wt,X_EA,X_IE,X_hof,X_hov,X_En,X_at_num,X_period
35566,CsBa0.125Ca0.125Ge0.125Pb0.250Sr0.375Br3,0,0,1,0,0,0.13,0.38,0.13,0.13,0,0.25,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.18,1994.13,956.6,5.1,115.91,-46.5,616.79,10.31,174.46,1.43,48.25,5.13,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
35567,CsBa0.125Ca0.125Ge0.125Pb0.250Sn0.125Sr0.250I3,0,0,1,0,0,0.13,0.25,0.13,0.13,0.13,0.25,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.17,2146.75,889.49,5.69,119.8,-10.38,636.67,10.18,193.64,1.55,49.75,5.13,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
35568,CsBa0.125Ca0.125Ge0.125Pb0.250Sn0.125Sr0.250Cl3,0,0,1,0,0,0.13,0.25,0.13,0.13,0.13,0.25,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.17,2146.75,889.49,5.69,119.8,-10.38,636.67,10.18,193.64,1.55,49.75,5.13,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
35569,CsBa0.125Ca0.125Ge0.125Pb0.250Sn0.125Sr0.250Br3,0,0,1,0,0,0.13,0.25,0.13,0.13,0.13,0.25,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.17,2146.75,889.49,5.69,119.8,-10.38,636.67,10.18,193.64,1.55,49.75,5.13,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
35570,CsBa0.125Ca0.125Ge0.125Pb0.250Sn0.250Sr0.125I3,0,0,1,0,0,0.13,0.13,0.13,0.13,0.25,0.25,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.15,2299.38,822.38,6.29,123.68,25.75,656.56,10.06,212.83,1.68,51.25,5.13,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
35571,CsBa0.125Ca0.125Ge0.125Pb0.250Sn0.250Sr0.125Cl3,0,0,1,0,0,0.13,0.13,0.13,0.13,0.25,0.25,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.15,2299.38,822.38,6.29,123.68,25.75,656.56,10.06,212.83,1.68,51.25,5.13,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
35572,CsBa0.125Ca0.125Ge0.125Pb0.250Sn0.250Sr0.125Br3,0,0,1,0,0,0.13,0.13,0.13,0.13,0.25,0.25,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.15,2299.38,822.38,6.29,123.68,25.75,656.56,10.06,212.83,1.68,51.25,5.13,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
35573,CsBa0.125Ca0.125Ge0.125Pb0.250Sn0.375I3,0,0,1,0,0,0.13,0,0.13,0.13,0.38,0.25,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.14,2452,755.27,6.89,127.57,61.88,676.45,9.93,232.01,1.8,52.75,5.13,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
35574,CsBa0.125Ca0.125Ge0.125Pb0.250Sn0.375Cl3,0,0,1,0,0,0.13,0,0.13,0.13,0.38,0.25,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.14,2452,755.27,6.89,127.57,61.88,676.45,9.93,232.01,1.8,52.75,5.13,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
35575,CsBa0.125Ca0.125Ge0.125Pb0.250Sn0.375Br3,0,0,1,0,0,0.13,0,0.13,0.13,0.38,0.25,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.14,2452,755.27,6.89,127.57,61.88,676.45,9.93,232.01,1.8,52.75,5.13,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
35576,CsBa0.125Ca0.125Ge0.125Pb0.375Sr0.250I3,0,0,1,0,0,0.13,0.25,0.13,0.13,0,0.38,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.17,2040.13,901.43,6.2,130.86,-11.75,637.54,9.88,179.58,1.6,53.75,5.25,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
35577,CsBa0.125Ca0.125Ge0.125Pb0.375Sr0.250Cl3,0,0,1,0,0,0.13,0.25,0.13,0.13,0,0.38,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.17,2040.13,901.43,6.2,130.86,-11.75,637.54,9.88,179.58,1.6,53.75,5.25,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
35578,CsBa0.125Ca0.125Ge0.125Pb0.375Sr0.250Br3,0,0,1,0,0,0.13,0.25,0.13,0.13,0,0.38,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.17,2040.13,901.43,6.2,130.86,-11.75,637.54,9.88,179.58,1.6,53.75,5.25,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
35579,CsBa0.125Ca0.125Ge0.125Pb0.375Sn0.125Sr0.125I3,0,0,1,0,0,0.13,0.13,0.13,0.13,0.13,0.38,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.16,2192.75,834.32,6.79,134.74,24.38,657.42,9.76,198.77,1.73,55.25,5.25,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
35580,CsBa0.125Ca0.125Ge0.125Pb0.375Sn0.125Sr0.125Cl3,0,0,1,0,0,0.13,0.13,0.13,0.13,0.13,0.38,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.16,2192.75,834.32,6.79,134.74,24.38,657.42,9.76,198.77,1.73,55.25,5.25,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
35581,CsBa0.125Ca0.125Ge0.125Pb0.375Sn0.125Sr0.125Br3,0,0,1,0,0,0.13,0.13,0.13,0.13,0.13,0.38,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.16,2192.75,834.32,6.79,134.74,24.38,657.42,9.76,198.77,1.73,55.25,5.25,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
35582,CsBa0.125Ca0.125Ge0.125Pb0.375Sn0.250I3,0,0,1,0,0,0.13,0,0.13,0.13,0.25,0.38,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.15,2345.38,767.21,7.39,138.63,60.5,677.31,9.63,217.95,1.85,56.75,5.25,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
35583,CsBa0.125Ca0.125Ge0.125Pb0.375Sn0.250Cl3,0,0,1,0,0,0.13,0,0.13,0.13,0.25,0.38,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.15,2345.38,767.21,7.39,138.63,60.5,677.31,9.63,217.95,1.85,56.75,5.25,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
35584,CsBa0.125Ca0.125Ge0.125Pb0.375Sn0.250Br3,0,0,1,0,0,0.13,0,0.13,0.13,0.25,0.38,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.15,2345.38,767.21,7.39,138.63,60.5,677.31,9.63,217.95,1.85,56.75,5.25,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
35585,CsBa0.125Ca0.125Ge0.125Pb0.500Sr0.125I3,0,0,1,0,0,0.13,0.13,0.13,0.13,0,0.5,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.16,2086.13,846.26,7.3,145.8,23,658.29,9.45,184.71,1.77,59.25,5.38,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
35586,CsBa0.125Ca0.125Ge0.125Pb0.500Sr0.125Cl3,0,0,1,0,0,0.13,0.13,0.13,0.13,0,0.5,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.16,2086.13,846.26,7.3,145.8,23,658.29,9.45,184.71,1.77,59.25,5.38,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
35587,CsBa0.125Ca0.125Ge0.125Pb0.500Sr0.125Br3,0,0,1,0,0,0.13,0.13,0.13,0.13,0,0.5,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.16,2086.13,846.26,7.3,145.8,23,658.29,9.45,184.71,1.77,59.25,5.38,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
35588,CsBa0.125Ca0.125Ge0.125Pb0.500Sn0.125I3,0,0,1,0,0,0.13,0,0.13,0.13,0.13,0.5,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.15,2238.75,779.15,7.9,149.69,59.13,678.17,9.33,203.89,1.9,60.75,5.38,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
35589,CsBa0.125Ca0.125Ge0.125Pb0.500Sn0.125Cl3,0,0,1,0,0,0.13,0,0.13,0.13,0.13,0.5,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.15,2238.75,779.15,7.9,149.69,59.13,678.17,9.33,203.89,1.9,60.75,5.38,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
35590,CsBa0.125Ca0.125Ge0.125Pb0.500Sn0.125Br3,0,0,1,0,0,0.13,0,0.13,0.13,0.13,0.5,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.15,2238.75,779.15,7.9,149.69,59.13,678.17,9.33,203.89,1.9,60.75,5.38,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
35591,CsBa0.125Ca0.125Ge0.125Pb0.625I3,0,0,1,0,0,0.13,0,0.13,0.13,0,0.63,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.15,2132.13,791.09,8.4,160.75,57.75,679.04,9.02,189.83,1.94,64.75,5.5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
35592,CsBa0.125Ca0.125Ge0.125Pb0.625Cl3,0,0,1,0,0,0.13,0,0.13,0.13,0,0.63,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.15,2132.13,791.09,8.4,160.75,57.75,679.04,9.02,189.83,1.94,64.75,5.5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
35593,CsBa0.125Ca0.125Ge0.125Pb0.625Br3,0,0,1,0,0,0.13,0,0.13,0.13,0,0.63,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.15,2132.13,791.09,8.4,160.75,57.75,679.04,9.02,189.83,1.94,64.75,5.5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
35594,CsBa0.125Ca0.125Ge0.250Sr0.500I3,0,0,1,0,0,0.13,0.5,0.13,0.25,0,0,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.15,2083.63,1088.13,3.24,84.14,-80,601.86,14.12,188.88,1.21,36.5,4.75,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
35595,CsBa0.125Ca0.125Ge0.250Sr0.500Cl3,0,0,1,0,0,0.13,0.5,0.13,0.25,0,0,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.15,2083.63,1088.13,3.24,84.14,-80,601.86,14.12,188.88,1.21,36.5,4.75,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
35596,CsBa0.125Ca0.125Ge0.250Sr0.500Br3,0,0,1,0,0,0.13,0.5,0.13,0.25,0,0,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.15,2083.63,1088.13,3.24,84.14,-80,601.86,14.12,188.88,1.21,36.5,4.75,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
35597,CsBa0.125Ca0.125Ge0.250Sn0.125Sr0.375I3,0,0,1,0,0,0.13,0.38,0.13,0.25,0.13,0,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.14,2236.25,1021.01,3.84,88.02,-43.88,621.75,13.99,208.07,1.34,38,4.75,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
35598,CsBa0.125Ca0.125Ge0.250Sn0.125Sr0.375Cl3,0,0,1,0,0,0.13,0.38,0.13,0.25,0.13,0,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.14,2236.25,1021.01,3.84,88.02,-43.88,621.75,13.99,208.07,1.34,38,4.75,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
35599,CsBa0.125Ca0.125Ge0.250Sn0.125Sr0.375Br3,0,0,1,0,0,0.13,0.38,0.13,0.25,0.13,0,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.14,2236.25,1021.01,3.84,88.02,-43.88,621.75,13.99,208.07,1.34,38,4.75,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
35600,CsBa0.125Ca0.125Ge0.250Sn0.250Sr0.250I3,0,0,1,0,0,0.13,0.25,0.13,0.25,0.25,0,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.12,2388.88,953.9,4.43,91.91,-7.75,641.64,13.87,227.25,1.47,39.5,4.75,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
35601,CsBa0.125Ca0.125Ge0.250Sn0.250Sr0.250Cl3,0,0,1,0,0,0.13,0.25,0.13,0.25,0.25,0,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.12,2388.88,953.9,4.43,91.91,-7.75,641.64,13.87,227.25,1.47,39.5,4.75,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
35602,CsBa0.125Ca0.125Ge0.250Sn0.250Sr0.250Br3,0,0,1,0,0,0.13,0.25,0.13,0.25,0.25,0,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.12,2388.88,953.9,4.43,91.91,-7.75,641.64,13.87,227.25,1.47,39.5,4.75,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
35603,CsBa0.125Ca0.125Ge0.250Sn0.375Sr0.125I3,0,0,1,0,0,0.13,0.13,0.13,0.25,0.38,0,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.11,2541.5,886.8,5.03,95.8,28.38,661.52,13.74,246.44,1.59,41,4.75,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
35604,CsBa0.125Ca0.125Ge0.250Sn0.375Sr0.125Cl3,0,0,1,0,0,0.13,0.13,0.13,0.25,0.38,0,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.11,2541.5,886.8,5.03,95.8,28.38,661.52,13.74,246.44,1.59,41,4.75,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
35605,CsBa0.125Ca0.125Ge0.250Sn0.375Sr0.125Br3,0,0,1,0,0,0.13,0.13,0.13,0.25,0.38,0,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.11,2541.5,886.8,5.03,95.8,28.38,661.52,13.74,246.44,1.59,41,4.75,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
35606,CsBa0.125Ca0.125Ge0.250Sn0.500I3,0,0,1,0,0,0.13,0,0.13,0.25,0.5,0,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.09,2694.13,819.68,5.63,99.68,64.5,681.41,13.62,265.62,1.72,42.5,4.75,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
35607,CsBa0.125Ca0.125Ge0.250Sn0.500Cl3,0,0,1,0,0,0.13,0,0.13,0.25,0.5,0,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.09,2694.13,819.68,5.63,99.68,64.5,681.41,13.62,265.62,1.72,42.5,4.75,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
35608,CsBa0.125Ca0.125Ge0.250Sn0.500Br3,0,0,1,0,0,0.13,0,0.13,0.25,0.5,0,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.09,2694.13,819.68,5.63,99.68,64.5,681.41,13.62,265.62,1.72,42.5,4.75,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
35609,CsBa0.125Ca0.125Ge0.250Pb0.125Sr0.375I3,0,0,1,0,0,0.13,0.38,0.13,0.25,0,0.13,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.14,2129.63,1032.96,4.34,99.09,-45.25,622.61,13.69,194.01,1.39,42,4.88,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
35610,CsBa0.125Ca0.125Ge0.250Pb0.125Sr0.375Cl3,0,0,1,0,0,0.13,0.38,0.13,0.25,0,0.13,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.14,2129.63,1032.96,4.34,99.09,-45.25,622.61,13.69,194.01,1.39,42,4.88,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
35611,CsBa0.125Ca0.125Ge0.250Pb0.125Sr0.375Br3,0,0,1,0,0,0.13,0.38,0.13,0.25,0,0.13,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.14,2129.63,1032.96,4.34,99.09,-45.25,622.61,13.69,194.01,1.39,42,4.88,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
35612,CsBa0.125Ca0.125Ge0.250Pb0.125Sn0.125Sr0.250I3,0,0,1,0,0,0.13,0.25,0.13,0.25,0.13,0.13,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.13,2282.25,965.85,4.94,102.97,-9.13,642.5,13.56,213.19,1.51,43.5,4.88,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
35613,CsBa0.125Ca0.125Ge0.250Pb0.125Sn0.125Sr0.250Cl3,0,0,1,0,0,0.13,0.25,0.13,0.25,0.13,0.13,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.13,2282.25,965.85,4.94,102.97,-9.13,642.5,13.56,213.19,1.51,43.5,4.88,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
35614,CsBa0.125Ca0.125Ge0.250Pb0.125Sn0.125Sr0.250Br3,0,0,1,0,0,0.13,0.25,0.13,0.25,0.13,0.13,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.13,2282.25,965.85,4.94,102.97,-9.13,642.5,13.56,213.19,1.51,43.5,4.88,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
35615,CsBa0.125Ca0.125Ge0.250Pb0.125Sn0.250Sr0.125I3,0,0,1,0,0,0.13,0.13,0.13,0.25,0.25,0.13,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.11,2434.88,898.74,5.54,106.86,27,662.39,13.44,232.38,1.64,45,4.88,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
35616,CsBa0.125Ca0.125Ge0.250Pb0.125Sn0.250Sr0.125Cl3,0,0,1,0,0,0.13,0.13,0.13,0.25,0.25,0.13,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.11,2434.88,898.74,5.54,106.86,27,662.39,13.44,232.38,1.64,45,4.88,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
35617,CsBa0.125Ca0.125Ge0.250Pb0.125Sn0.250Sr0.125Br3,0,0,1,0,0,0.13,0.13,0.13,0.25,0.25,0.13,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.11,2434.88,898.74,5.54,106.86,27,662.39,13.44,232.38,1.64,45,4.88,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
35618,CsBa0.125Ca0.125Ge0.250Pb0.125Sn0.375I3,0,0,1,0,0,0.13,0,0.13,0.25,0.38,0.13,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.1,2587.5,831.63,6.13,110.74,63.13,682.27,13.31,251.56,1.76,46.5,4.88,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
35619,CsBa0.125Ca0.125Ge0.250Pb0.125Sn0.375Cl3,0,0,1,0,0,0.13,0,0.13,0.25,0.38,0.13,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.1,2587.5,831.63,6.13,110.74,63.13,682.27,13.31,251.56,1.76,46.5,4.88,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
35620,CsBa0.125Ca0.125Ge0.250Pb0.125Sn0.375Br3,0,0,1,0,0,0.13,0,0.13,0.25,0.38,0.13,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.1,2587.5,831.63,6.13,110.74,63.13,682.27,13.31,251.56,1.76,46.5,4.88,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
35621,CsBa0.125Ca0.125Ge0.250Pb0.250Sr0.250I3,0,0,1,0,0,0.13,0.25,0.13,0.25,0,0.25,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.13,2175.63,977.79,5.45,114.03,-10.5,643.36,13.26,199.13,1.56,47.5,5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
35622,CsBa0.125Ca0.125Ge0.250Pb0.250Sr0.250Cl3,0,0,1,0,0,0.13,0.25,0.13,0.25,0,0.25,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.13,2175.63,977.79,5.45,114.03,-10.5,643.36,13.26,199.13,1.56,47.5,5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
35623,CsBa0.125Ca0.125Ge0.250Pb0.250Sr0.250Br3,0,0,1,0,0,0.13,0.25,0.13,0.25,0,0.25,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.13,2175.63,977.79,5.45,114.03,-10.5,643.36,13.26,199.13,1.56,47.5,5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
35624,CsBa0.125Ca0.125Ge0.250Pb0.250Sn0.125Sr0.125I3,0,0,1,0,0,0.13,0.13,0.13,0.25,0.13,0.25,0,0,1,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.12,2328.25,910.68,6.04,117.92,25.63,663.25,13.14,218.32,1.69,49,5,2.2,457.5,386.7,4.93,126.9,295.3,1008.4,7.76,20.9,2.66,53,5
35625,CsBa0.125Ca0.125Ge0.250Pb0.250Sn0.125Sr0.125Cl3,0,0,1,0,0,0.13,0.13,0.13,0.25,0.13,0.25,1,0,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.12,2328.25,910.68,6.04,117.92,25.63,663.25,13.14,218.32,1.69,49,5,1.81,239.18,172.17,3.21,35.45,348.8,1251.1,3.21,10.2,3.16,17,3
35626,CsBa0.125Ca0.125Ge0.250Pb0.250Sn0.125Sr0.125Br3,0,0,1,0,0,0.13,0.13,0.13,0.25,0.13,0.25,0,1,0,0,0,0,1,0,1,1.74,944,301.54,1.87,132.91,45.49,375.7,2.09,67.74,0.79,55,6,1.12,2328.25,910.68,6.04,117.92,25.63,663.25,13.14,218.32,1.69,49,5,1.96,331.85,265.95,3.12,79.9,324.6,1139.9,5.29,14.72,2.96,35,4
